,gender,county,ur,party_preference,age_group2,education,ethnicity,Ion_Ceban,Igor_Dodon,Maia_Sandu,Ilan_Shor?,Irina_Vlah,Dorin_Recean,Igor_Grosu,Ion_Cicu,Alexandr_Stoianoglo,Renato_Usatii,Victoria_Furtuna,trust2_Vladimir_Putin,trust2_Volodymyr_Zelensky,trust2_Ursula_von_der_Leyen,trust2_Emanuel_Macron,trust2_Donald_Trump,trust2_EU,trust2_Russia,trust2_NATO,trust2_Romania,trust2_Ukraine,trust2_USA
69,Female,Mun. Chișinău,Urban,Undecided,30-39,Upper secondary education,Moldovan,Some confidence,Some confidence,I have no confidence,I have no confidence,No answer,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,No answer,A lot of confidence,Some confidence,I don't have much confidence,No answer,Some confidence,I have no confidence,No answer
70,Male,Mun. Chișinău,Urban,Undecided,40-49,Upper secondary education,Moldovan,Some confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,No answer,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence
71,Male,Mun. Chișinău,Urban,PSDE (Tudor Ulianovschi),30-39,Post-secondary vocational education,Moldovan,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,A lot of confidence,Some confidence,I have no confidence,I have no confidence,Some confidence
72,Male,Mun. Chișinău,Urban,Victorie (Ilan Sor),40-49,Post-secondary vocational education,Russian,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,No answer,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
73,Male,Mun. Chișinău,Urban,Undecided,60+,Upper secondary education,Russian,A lot of confidence,Some confidence,I have no confidence,Some confidence,Some confidence,I have no confidence,I have no confidence,No answer,Some confidence,I have no confidence,No answer,No answer,I have no confidence,I have no confidence,No answer,No answer,I have no confidence,No answer,I have no confidence,Some confidence,I have no confidence,I have no confidence
74,Male,Mun. Chișinău,Urban,PVM (Vasile Tarlev),15-19,Upper secondary education,Moldovan,I have no confidence,Some confidence,I don't have much confidence,I have no confidence,Some confidence,I don't have much confidence,I have no confidence,I don't have much confidence,Some confidence,I don't have much confidence,I don't have much confidence,Some confidence,I don't have much confidence,I have no confidence,I don't have much confidence,Some confidence,I don't have much confidence,Some confidence,I don't have much confidence,Some confidence,I don't have much confidence,I don't have much confidence
75,Male,Mun. Chișinău,Urban,No party,20-29,Primary education,Moldovan,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,No answer,I have no confidence,I have no confidence,Some confidence,No answer,I have no confidence,I have no confidence,No answer,I have no confidence,No answer,A lot of confidence,No answer,I have no confidence,A lot of confidence,I have no confidence,No answer
76,Male,Mun. Chișinău,Urban,Other party,40-49,Secondary vocational education,Moldovan,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,Some confidence,Some confidence,Some confidence,I have no confidence,I have no confidence
77,Male,Mun. Chișinău,Urban,PDCM (Ion Chicu),15-19,Upper secondary education,Moldovan,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence
78,Male,Mun. Chișinău,Urban,MAN (Ion Ceban),40-49,Higher education,Russian,A lot of confidence,I have no confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence
79,Male,Mun. Chișinău,Urban,No party,30-39,Lower secondary education,Moldovan,I don't have much confidence,A lot of confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,No answer,I have no confidence,Some confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence
80,Male,Mun. Chișinău,Urban,Undecided,20-29,Post-secondary vocational education,Moldovan,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,No answer,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,Some confidence,Some confidence,Some confidence,A lot of confidence,Some confidence,I have no confidence,Some confidence
81,Male,Mun. Chișinău,Urban,MAN (Ion Ceban),20-29,Higher education,Moldovan,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,Some confidence,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,Some confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence
82,Male,Mun. Chișinău,Urban,PAS (Igor Grosu),15-19,Post-secondary vocational education,Moldovan,Some confidence,I have no confidence,Some confidence,I have no confidence,No answer,No answer,No answer,No answer,I have no confidence,I have no confidence,No answer,I have no confidence,I have no confidence,No answer,I don't have much confidence,Some confidence,A lot of confidence,I have no confidence,Some confidence,Some confidence,Some confidence,Some confidence
83,Male,Mun. Chișinău,Urban,PN (Renato Usatii),50-59,Upper secondary education,Moldovan,A lot of confidence,Some confidence,I have no confidence,Some confidence,No answer,I have no confidence,I have no confidence,Some confidence,I have no confidence,A lot of confidence,No answer,Some confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence
84,Female,Mun. Chișinău,Urban,PAS (Igor Grosu),30-39,Upper secondary education,Moldovan,Some confidence,I don't have much confidence,Some confidence,I have no confidence,No answer,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,No answer,Some confidence,I have no confidence,I don't have much confidence,Some confidence,Some confidence,A lot of confidence,Some confidence,I don't have much confidence,A lot of confidence,I don't have much confidence,Some confidence
85,Male,Mun. Chișinău,Urban,Undecided,15-19,Primary education,Moldovan,Some confidence,I have no confidence,Some confidence,I have no confidence,No answer,Some confidence,I have no confidence,No answer,Some confidence,Some confidence,No answer,Some confidence,I don't have much confidence,No answer,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence
86,Female,Mun. Chișinău,Urban,Undecided,15-19,Secondary vocational education,Moldovan,I don't have much confidence,I don't have much confidence,Some confidence,I have no confidence,Some confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I don't have much confidence,I have no confidence,Some confidence,I don't have much confidence,I don't have much confidence,Some confidence,I don't have much confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence,Some confidence,I don't have much confidence,Some confidence
