ur,gender,education,county,ethnicity,age_group,N
Rural,Female,Higher education,Căușeni,Moldovan,30-34,493
Rural,Female,Higher education,Căușeni,Moldovan,35-39,377
Rural,Female,Higher education,Căușeni,Moldovan,40-44,268
Rural,Female,Higher education,Căușeni,Moldovan,45-49,253
Rural,Female,Higher education,Căușeni,Moldovan,50-54,240
Rural,Female,Higher education,Căușeni,Moldovan,55-59,239
Rural,Female,Higher education,Căușeni,Moldovan,60-64,237
Rural,Female,Higher education,Căușeni,Moldovan,65-69,325
Rural,Female,Higher education,Căușeni,Moldovan,70+,353
Rural,Female,Higher education,Căușeni,Moldovan,<15,704
Rural,Female,Higher education,Căușeni,Other,<15,1
Rural,Female,Higher education,Căușeni,Romanian,20-24,6
Rural,Female,Higher education,Căușeni,Romanian,25-29,18
Rural,Female,Higher education,Căușeni,Romanian,30-34,15
Rural,Female,Higher education,Căușeni,Romanian,35-39,10
Rural,Female,Higher education,Căușeni,Romanian,40-44,6
Rural,Female,Higher education,Căușeni,Romanian,45-49,6
Rural,Female,Higher education,Căușeni,Romanian,50-54,6
Rural,Female,Higher education,Căușeni,Romanian,55-59,8
Rural,Female,Higher education,Căușeni,Romanian,60-64,7
Rural,Female,Higher education,Căușeni,Romanian,65-69,10
Rural,Female,Higher education,Căușeni,Romanian,70+,7
Rural,Female,Higher education,Căușeni,Romanian,<15,37
Rural,Female,Higher education,Căușeni,Russian,20-24,4
Rural,Female,Higher education,Căușeni,Russian,25-29,8
Rural,Female,Higher education,Căușeni,Russian,30-34,8
Rural,Female,Higher education,Căușeni,Russian,35-39,5
Rural,Female,Higher education,Căușeni,Russian,40-44,4
Rural,Female,Higher education,Căușeni,Russian,45-49,4
Rural,Female,Higher education,Căușeni,Russian,50-54,4
Rural,Female,Higher education,Căușeni,Russian,55-59,5
Rural,Female,Higher education,Căușeni,Russian,60-64,6
Rural,Female,Higher education,Căușeni,Russian,65-69,9
Rural,Female,Higher education,Căușeni,Russian,70+,14
Rural,Female,Higher education,Căușeni,Russian,<15,13
Rural,Female,Higher education,Căușeni,Ukrainian,20-24,2
Rural,Female,Higher education,Căușeni,Ukrainian,25-29,4
Rural,Female,Higher education,Căușeni,Ukrainian,30-34,4
Rural,Female,Higher education,Căușeni,Ukrainian,35-39,3
Rural,Female,Higher education,Căușeni,Ukrainian,40-44,1
Rural,Female,Higher education,Căușeni,Ukrainian,45-49,1
Rural,Female,Higher education,Căușeni,Ukrainian,50-54,2
Rural,Female,Higher education,Căușeni,Ukrainian,55-59,3
Rural,Female,Higher education,Căușeni,Ukrainian,60-64,3
Rural,Female,Higher education,Căușeni,Ukrainian,65-69,5
Rural,Female,Higher education,Căușeni,Ukrainian,70+,8
Rural,Female,Higher education,Căușeni,Ukrainian,<15,8
Rural,Female,Higher education,Dondușeni,Moldovan,20-24,82
Rural,Female,Higher education,Dondușeni,Moldovan,25-29,209
Rural,Female,Higher education,Dondușeni,Moldovan,30-34,196
Rural,Female,Higher education,Dondușeni,Moldovan,35-39,162
Rural,Female,Higher education,Dondușeni,Moldovan,40-44,136
Rural,Female,Higher education,Dondușeni,Moldovan,45-49,118
Rural,Female,Higher education,Dondușeni,Moldovan,50-54,97
Rural,Female,Higher education,Dondușeni,Moldovan,55-59,96
Rural,Female,Higher education,Dondușeni,Moldovan,60-64,99
Rural,Female,Higher education,Dondușeni,Moldovan,65-69,152
Rural,Female,Higher education,Dondușeni,Moldovan,70+,230
Rural,Female,Higher education,Dondușeni,Moldovan,<15,261
Rural,Female,Higher education,Dondușeni,Romanian,20-24,1
Rural,Female,Higher education,Dondușeni,Romanian,25-29,5
Rural,Female,Higher education,Dondușeni,Romanian,30-34,5
Rural,Female,Higher education,Dondușeni,Romanian,35-39,3
Rural,Female,Higher education,Dondușeni,Romanian,40-44,2
Rural,Female,Higher education,Dondușeni,Romanian,45-49,2
Rural,Female,Higher education,Dondușeni,Romanian,50-54,2
Rural,Female,Higher education,Dondușeni,Romanian,55-59,2
Rural,Female,Higher education,Dondușeni,Romanian,60-64,2
Rural,Female,Higher education,Dondușeni,Romanian,65-69,3
Rural,Female,Higher education,Dondușeni,Romanian,70+,3
Rural,Female,Higher education,Dondușeni,Romanian,<15,9
Rural,Female,Higher education,Dondușeni,Russian,20-24,2
Rural,Female,Higher education,Dondușeni,Russian,25-29,5
Rural,Female,Higher education,Dondușeni,Russian,30-34,5
Rural,Female,Higher education,Dondușeni,Russian,35-39,4
Rural,Female,Higher education,Dondușeni,Russian,40-44,3
Rural,Female,Higher education,Dondușeni,Russian,45-49,3
Rural,Female,Higher education,Dondușeni,Russian,50-54,3
Rural,Female,Higher education,Dondușeni,Russian,55-59,4
Rural,Female,Higher education,Dondușeni,Russian,60-64,4
Rural,Female,Higher education,Dondușeni,Russian,65-69,7
Rural,Female,Higher education,Dondușeni,Russian,70+,13
Rural,Female,Higher education,Dondușeni,Russian,<15,9
Rural,Female,Higher education,Dondușeni,Ukrainian,20-24,5
Rural,Female,Higher education,Dondușeni,Ukrainian,25-29,10
Rural,Female,Higher education,Dondușeni,Ukrainian,30-34,8
Rural,Female,Higher education,Dondușeni,Ukrainian,35-39,7
Rural,Female,Higher education,Dondușeni,Ukrainian,40-44,6
Rural,Female,Higher education,Dondușeni,Ukrainian,45-49,5
Rural,Female,Higher education,Dondușeni,Ukrainian,50-54,6
Rural,Female,Higher education,Dondușeni,Ukrainian,55-59,6
Rural,Female,Higher education,Dondușeni,Ukrainian,60-64,9
Rural,Female,Higher education,Dondușeni,Ukrainian,65-69,13
Rural,Female,Higher education,Dondușeni,Ukrainian,70+,34
Rural,Female,Higher education,Dondușeni,Ukrainian,<15,16
Rural,Female,Higher education,Drochia,Moldovan,20-24,170
Rural,Female,Higher education,Drochia,Moldovan,25-29,451
Rural,Female,Higher education,Drochia,Moldovan,30-34,372
Rural,Female,Higher education,Drochia,Moldovan,35-39,296
Rural,Female,Higher education,Drochia,Moldovan,40-44,239
Rural,Female,Higher education,Drochia,Moldovan,45-49,224
Rural,Female,Higher education,Drochia,Moldovan,50-54,201
Rural,Female,Higher education,Drochia,Moldovan,55-59,195
Rural,Female,Higher education,Drochia,Moldovan,60-64,187
Rural,Female,Higher education,Drochia,Moldovan,65-69,252
Rural,Female,Higher education,Drochia,Moldovan,70+,466
Rural,Female,Higher education,Drochia,Moldovan,<15,478
Rural,Female,Higher education,Drochia,Roma,20-24,1
Rural,Female,Higher education,Drochia,Roma,25-29,1
Rural,Female,Higher education,Drochia,Roma,30-34,1
Rural,Female,Higher education,Drochia,Roma,55-59,1
Rural,Female,Higher education,Drochia,Roma,60-64,1
Rural,Female,Higher education,Drochia,Roma,65-69,1
Rural,Female,Higher education,Drochia,Roma,70+,3
Rural,Female,Higher education,Drochia,Roma,<15,1
Rural,Female,Higher education,Drochia,Romanian,20-24,3
Rural,Female,Higher education,Drochia,Romanian,25-29,10
Rural,Female,Higher education,Drochia,Romanian,30-34,7
Rural,Female,Higher education,Drochia,Romanian,35-39,6
Rural,Female,Higher education,Drochia,Romanian,40-44,3
Rural,Female,Higher education,Drochia,Romanian,45-49,3
Rural,Female,Higher education,Drochia,Romanian,50-54,5
Rural,Female,Higher education,Drochia,Romanian,55-59,4
Rural,Female,Higher education,Drochia,Romanian,60-64,3
Rural,Female,Higher education,Drochia,Romanian,65-69,5
Rural,Female,Higher education,Drochia,Romanian,70+,6
Rural,Female,Higher education,Drochia,Romanian,<15,17
Rural,Female,Higher education,Drochia,Russian,20-24,1
Rural,Female,Higher education,Drochia,Russian,25-29,2
Rural,Female,Higher education,Drochia,Russian,30-34,2
Rural,Female,Higher education,Drochia,Russian,35-39,2
Rural,Female,Higher education,Drochia,Russian,40-44,1
Rural,Female,Higher education,Drochia,Russian,45-49,1
Rural,Female,Higher education,Drochia,Russian,50-54,2
Rural,Female,Higher education,Drochia,Russian,55-59,2
Rural,Female,Higher education,Drochia,Russian,60-64,1
Rural,Female,Higher education,Drochia,Russian,65-69,3
Rural,Female,Higher education,Drochia,Russian,70+,5
Rural,Female,Higher education,Drochia,Russian,<15,4
Rural,Female,Higher education,Drochia,Ukrainian,20-24,6
Rural,Female,Higher education,Drochia,Ukrainian,25-29,13
Rural,Female,Higher education,Drochia,Ukrainian,30-34,12
Rural,Female,Higher education,Drochia,Ukrainian,35-39,9
Rural,Female,Higher education,Drochia,Ukrainian,40-44,7
Rural,Female,Higher education,Drochia,Ukrainian,45-49,7
Rural,Female,Higher education,Drochia,Ukrainian,50-54,7
Rural,Female,Higher education,Drochia,Ukrainian,55-59,9
Rural,Female,Higher education,Drochia,Ukrainian,60-64,10
Rural,Female,Higher education,Drochia,Ukrainian,65-69,15
Rural,Female,Higher education,Drochia,Ukrainian,70+,51
Rural,Female,Higher education,Drochia,Ukrainian,<15,20
Rural,Female,Higher education,Dubăsari,Moldovan,20-24,88
Rural,Female,Higher education,Dubăsari,Moldovan,25-29,255
Rural,Female,Higher education,Dubăsari,Moldovan,30-34,206
Rural,Female,Higher education,Dubăsari,Moldovan,35-39,141
Rural,Female,Higher education,Dubăsari,Moldovan,40-44,108
Rural,Female,Higher education,Dubăsari,Moldovan,45-49,91
Rural,Female,Higher education,Dubăsari,Moldovan,50-54,96
Rural,Female,Higher education,Dubăsari,Moldovan,55-59,84
Rural,Female,Higher education,Dubăsari,Moldovan,60-64,84
Rural,Female,Higher education,Dubăsari,Moldovan,65-69,106
Rural,Female,Higher education,Dubăsari,Moldovan,70+,135
Rural,Female,Higher education,Dubăsari,Moldovan,<15,227
Rural,Female,Higher education,Dubăsari,Romanian,20-24,1
Rural,Female,Higher education,Dubăsari,Romanian,25-29,4
Rural,Female,Higher education,Dubăsari,Romanian,30-34,4
Rural,Female,Higher education,Dubăsari,Romanian,35-39,2
Rural,Female,Higher education,Dubăsari,Romanian,40-44,1
Rural,Female,Higher education,Dubăsari,Romanian,45-49,1
Rural,Female,Higher education,Dubăsari,Romanian,50-54,1
Rural,Female,Higher education,Dubăsari,Romanian,55-59,1
Rural,Female,Higher education,Dubăsari,Romanian,60-64,2
Rural,Female,Higher education,Dubăsari,Romanian,65-69,2
Rural,Female,Higher education,Dubăsari,Romanian,70+,2
Rural,Female,Higher education,Dubăsari,Romanian,<15,7
Rural,Female,Higher education,Dubăsari,Russian,25-29,2
Rural,Female,Higher education,Dubăsari,Russian,30-34,1
Rural,Female,Higher education,Dubăsari,Russian,35-39,1
Rural,Female,Higher education,Dubăsari,Russian,60-64,1
Rural,Female,Higher education,Dubăsari,Russian,65-69,1
Rural,Female,Higher education,Dubăsari,Russian,70+,1
Rural,Female,Higher education,Dubăsari,Russian,<15,2
Rural,Female,Higher education,Edineț,Moldovan,20-24,139
Rural,Female,Higher education,Edineț,Moldovan,25-29,393
Rural,Female,Higher education,Edineț,Moldovan,30-34,340
Rural,Female,Higher education,Edineț,Moldovan,35-39,270
Rural,Female,Higher education,Edineț,Moldovan,40-44,215
Rural,Female,Higher education,Edineț,Moldovan,45-49,188
Rural,Female,Higher education,Edineț,Moldovan,50-54,183
Rural,Female,Higher education,Edineț,Moldovan,55-59,157
Rural,Female,Higher education,Edineț,Moldovan,60-64,150
Rural,Female,Higher education,Edineț,Moldovan,65-69,198
Rural,Female,Higher education,Edineț,Moldovan,70+,308
Rural,Female,Higher education,Edineț,Moldovan,<15,425
Rural,Female,Higher education,Edineț,Roma,65-69,1
Rural,Female,Higher education,Edineț,Roma,70+,1
Rural,Female,Higher education,Edineț,Romanian,20-24,5
Rural,Female,Higher education,Edineț,Romanian,25-29,15
Rural,Female,Higher education,Edineț,Romanian,30-34,14
Rural,Female,Higher education,Edineț,Romanian,35-39,9
Rural,Female,Higher education,Edineț,Romanian,40-44,6
Rural,Female,Higher education,Edineț,Romanian,45-49,6
Rural,Female,Higher education,Edineț,Romanian,50-54,7
Rural,Female,Higher education,Edineț,Romanian,55-59,6
Rural,Female,Higher education,Edineț,Romanian,60-64,5
Rural,Female,Higher education,Edineț,Romanian,65-69,7
Rural,Female,Higher education,Edineț,Romanian,70+,8
Rural,Female,Higher education,Edineț,Romanian,<15,29
Rural,Female,Higher education,Edineț,Russian,20-24,2
Rural,Female,Higher education,Edineț,Russian,25-29,4
Rural,Female,Higher education,Edineț,Russian,30-34,4
Rural,Female,Higher education,Edineț,Russian,35-39,3
Rural,Female,Higher education,Edineț,Russian,40-44,3
Rural,Female,Higher education,Edineț,Russian,45-49,2
Rural,Female,Higher education,Edineț,Russian,50-54,3
Rural,Female,Higher education,Edineț,Russian,55-59,2
Rural,Female,Higher education,Edineț,Russian,60-64,3
Rural,Female,Higher education,Edineț,Russian,65-69,4
Rural,Female,Higher education,Edineț,Russian,70+,7
Rural,Female,Higher education,Edineț,Russian,<15,6
Rural,Female,Higher education,Edineț,Ukrainian,20-24,12
Rural,Female,Higher education,Edineț,Ukrainian,25-29,25
Rural,Female,Higher education,Edineț,Ukrainian,30-34,23
Rural,Female,Higher education,Edineț,Ukrainian,35-39,17
Rural,Female,Higher education,Edineț,Ukrainian,40-44,12
Rural,Female,Higher education,Edineț,Ukrainian,45-49,11
Rural,Female,Higher education,Edineț,Ukrainian,50-54,13
Rural,Female,Higher education,Edineț,Ukrainian,55-59,15
Rural,Female,Higher education,Edineț,Ukrainian,60-64,18
Rural,Female,Higher education,Edineț,Ukrainian,65-69,30
Rural,Female,Higher education,Edineț,Ukrainian,70+,90
Rural,Female,Higher education,Edineț,Ukrainian,<15,37
Rural,Female,Higher education,Florești,Moldovan,20-24,160
Rural,Female,Higher education,Florești,Moldovan,25-29,420
Rural,Female,Higher education,Florești,Moldovan,30-34,338
Rural,Female,Higher education,Florești,Moldovan,35-39,263
Rural,Female,Higher education,Florești,Moldovan,40-44,225
Rural,Female,Higher education,Florești,Moldovan,45-49,201
Rural,Female,Higher education,Florești,Moldovan,50-54,182
Rural,Female,Higher education,Florești,Moldovan,55-59,160
Rural,Female,Higher education,Florești,Moldovan,60-64,160
Rural,Female,Higher education,Florești,Moldovan,65-69,218
Rural,Female,Higher education,Florești,Moldovan,70+,327
Rural,Female,Higher education,Florești,Moldovan,<15,437
Rural,Female,Higher education,Florești,Romanian,20-24,3
Rural,Female,Higher education,Florești,Romanian,25-29,9
Rural,Female,Higher education,Florești,Romanian,30-34,7
Rural,Female,Higher education,Florești,Romanian,35-39,5
Rural,Female,Higher education,Florești,Romanian,40-44,3
Rural,Female,Higher education,Florești,Romanian,45-49,3
Rural,Female,Higher education,Florești,Romanian,50-54,4
Rural,Female,Higher education,Florești,Romanian,55-59,4
Rural,Female,Higher education,Florești,Romanian,60-64,3
Rural,Female,Higher education,Florești,Romanian,65-69,5
Rural,Female,Higher education,Florești,Romanian,70+,5
Rural,Female,Higher education,Florești,Romanian,<15,16
Rural,Female,Higher education,Florești,Russian,20-24,4
Rural,Female,Higher education,Florești,Russian,25-29,11
Rural,Female,Higher education,Florești,Russian,30-34,10
Rural,Female,Higher education,Florești,Russian,35-39,7
Rural,Female,Higher education,Florești,Russian,40-44,5
Rural,Female,Higher education,Florești,Russian,45-49,5
Rural,Female,Higher education,Florești,Russian,50-54,5
Rural,Female,Higher education,Florești,Russian,55-59,6
Rural,Female,Higher education,Florești,Russian,60-64,7
Rural,Female,Higher education,Florești,Russian,65-69,12
Rural,Female,Higher education,Florești,Russian,70+,21
Rural,Female,Higher education,Florești,Russian,<15,17
Rural,Female,Higher education,Florești,Ukrainian,20-24,7
Rural,Female,Higher education,Florești,Ukrainian,25-29,12
Rural,Female,Higher education,Florești,Ukrainian,30-34,10
Rural,Female,Higher education,Florești,Ukrainian,35-39,9
Rural,Female,Higher education,Florești,Ukrainian,40-44,6
Rural,Female,Higher education,Florești,Ukrainian,45-49,6
Rural,Female,Higher education,Florești,Ukrainian,50-54,6
Rural,Female,Higher education,Florești,Ukrainian,55-59,8
Rural,Female,Higher education,Florești,Ukrainian,60-64,9
Rural,Female,Higher education,Florești,Ukrainian,65-69,14
Rural,Female,Higher education,Florești,Ukrainian,70+,35
Rural,Female,Higher education,Florești,Ukrainian,<15,19
Rural,Female,Higher education,Fălești,Moldovan,20-24,183
Rural,Female,Higher education,Fălești,Moldovan,25-29,454
Rural,Female,Higher education,Fălești,Moldovan,30-34,366
Rural,Female,Higher education,Fălești,Moldovan,35-39,295
Rural,Female,Higher education,Fălești,Moldovan,40-44,249
Rural,Female,Higher education,Fălești,Moldovan,45-49,211
Rural,Female,Higher education,Fălești,Moldovan,50-54,186
Rural,Female,Higher education,Fălești,Moldovan,55-59,165
Rural,Female,Higher education,Fălești,Moldovan,60-64,175
Rural,Female,Higher education,Fălești,Moldovan,65-69,220
Rural,Female,Higher education,Fălești,Moldovan,70+,335
Rural,Female,Higher education,Fălești,Moldovan,<15,515
Rural,Female,Higher education,Fălești,Romanian,20-24,3
Rural,Female,Higher education,Fălești,Romanian,25-29,7
Rural,Female,Higher education,Fălești,Romanian,30-34,6
Rural,Female,Higher education,Fălești,Romanian,35-39,4
Rural,Female,Higher education,Fălești,Romanian,40-44,3
Rural,Female,Higher education,Fălești,Romanian,45-49,2
Rural,Female,Higher education,Fălești,Romanian,50-54,3
Rural,Female,Higher education,Fălești,Romanian,55-59,3
Rural,Female,Higher education,Fălești,Romanian,60-64,2
Rural,Female,Higher education,Fălești,Romanian,65-69,4
Rural,Female,Higher education,Fălești,Romanian,70+,4
Rural,Female,Higher education,Fălești,Romanian,<15,13
Rural,Female,Higher education,Fălești,Russian,20-24,3
Rural,Female,Higher education,Fălești,Russian,25-29,5
Rural,Female,Higher education,Fălești,Russian,30-34,4
Rural,Female,Higher education,Fălești,Russian,35-39,4
Rural,Female,Higher education,Fălești,Russian,40-44,3
Rural,Female,Higher education,Fălești,Russian,45-49,3
Rural,Female,Higher education,Fălești,Russian,50-54,3
Rural,Female,Higher education,Fălești,Russian,55-59,3
Rural,Female,Higher education,Fălești,Russian,60-64,4
Rural,Female,Higher education,Fălești,Russian,65-69,5
Rural,Female,Higher education,Fălești,Russian,70+,9
Rural,Female,Higher education,Fălești,Russian,<15,9
Rural,Female,Higher education,Fălești,Ukrainian,20-24,10
Rural,Female,Higher education,Fălești,Ukrainian,25-29,17
Rural,Female,Higher education,Fălești,Ukrainian,30-34,16
Rural,Female,Higher education,Fălești,Ukrainian,35-39,12
Rural,Female,Higher education,Fălești,Ukrainian,40-44,9
Rural,Female,Higher education,Fălești,Ukrainian,45-49,8
Rural,Female,Higher education,Fălești,Ukrainian,50-54,8
Rural,Female,Higher education,Fălești,Ukrainian,55-59,10
Rural,Female,Higher education,Fălești,Ukrainian,60-64,14
