,age_group,education,gender,nationality,electoral_district,unit,urban_rural,N
284,18-24,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,167
285,18-24,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,27
286,18-24,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,67
287,18-24,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,567
288,18-24,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,105
289,18-24,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Small town,1
290,18-24,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,100
291,18-24,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,20
292,18-24,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,202
293,18-24,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,76
294,18-24,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,Small town,1
295,18-24,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,400
296,18-24,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,153
297,18-24,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,70
298,18-24,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,28
299,18-24,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,212
300,18-24,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,62
301,18-24,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,148
302,18-24,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,210
303,18-24,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,136
304,18-24,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,30
305,18-24,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,41
306,18-24,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,23
307,18-24,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,78
308,18-24,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,231
309,18-24,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,70
310,18-24,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,191
311,18-24,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,133
312,18-24,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,17
313,18-24,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,38
314,18-24,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,23
315,18-24,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,1
316,18-24,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,102
317,18-24,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,96
318,18-24,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,9
319,18-24,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Urban,290
320,18-24,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Rural,611
321,18-24,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Small town,159
322,18-24,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Urban,56
323,18-24,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Rural,97
324,18-24,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Small town,28
325,18-24,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Urban,142
326,18-24,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Rural,416
327,18-24,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,Small town,104
328,18-24,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,307
329,18-24,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,134
330,18-24,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,48
331,18-24,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,22
332,18-24,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,146
333,18-24,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,75
334,18-24,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,Urban,945
335,18-24,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,Rural,548
336,18-24,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,Small town,143
337,18-24,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,Urban,149
338,18-24,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,Rural,63
339,18-24,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,Small town,26
340,18-24,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,Urban,392
341,18-24,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,Rural,330
342,18-24,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,Small town,109
343,18-24,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,473
344,18-24,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,138
345,18-24,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,74
346,18-24,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,18
347,18-24,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,269
348,18-24,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,47
349,18-24,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,263
350,18-24,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,304
351,18-24,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,58
352,18-24,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,44
353,18-24,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,128
354,18-24,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,145
355,18-24,Secondary education,Female,Estonian,Tartu linn,Tartu linn,Urban,1538
356,18-24,Secondary education,Female,Estonian,Tartu linn,Tartu linn,Rural,22
357,18-24,Secondary education,Female,Estonian,Tartu linn,Tartu linn,Small town,6
358,18-24,Higher education,Female,Estonian,Tartu linn,Tartu linn,Urban,320
359,18-24,Higher education,Female,Estonian,Tartu linn,Tartu linn,Rural,1
360,18-24,Basic education,Female,Estonian,Tartu linn,Tartu linn,Urban,774
361,18-24,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,1009
362,18-24,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,95
363,18-24,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,162
364,18-24,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,26
365,18-24,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,602
366,18-24,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,34
367,18-24,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,214
368,18-24,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,262
369,18-24,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,40
370,18-24,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,43
371,18-24,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,138
372,18-24,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,140
373,18-24,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,334
374,18-24,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,503
375,18-24,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,40
376,18-24,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,76
377,18-24,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,55
378,18-24,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,8
379,18-24,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,186
380,18-24,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,307
381,18-24,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,17
382,18-24,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,272
383,18-24,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,405
384,18-24,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,30
385,18-24,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,42
386,18-24,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,80
387,18-24,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,3
388,18-24,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,105
389,18-24,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,212
390,18-24,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,15
391,18-24,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,293
392,18-24,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,32
393,18-24,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,120
394,18-24,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,114
395,18-24,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,31
396,18-24,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,60
397,18-24,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,77
398,18-24,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,10
399,18-24,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,40
400,18-24,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,822
401,18-24,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,120
402,18-24,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,486
403,18-24,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,273
404,18-24,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,35
405,18-24,Basic education,Female,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,126
406,18-24,Secondary education,Female,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,51
407,18-24,Higher education,Female,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,6
408,18-24,Basic education,Female,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,35
409,18-24,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,66
410,18-24,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,9
411,18-24,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,27
412,18-24,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,247
413,18-24,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,23
414,18-24,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,173
415,18-24,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,Urban,90
416,18-24,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,Rural,172
417,18-24,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,Small town,107
418,18-24,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,Urban,12
419,18-24,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,Rural,18
420,18-24,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,Small town,18
421,18-24,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,Urban,49
422,18-24,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,Rural,140
423,18-24,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,Small town,54
424,18-24,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,Urban,1218
425,18-24,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,Rural,226
426,18-24,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,Small town,2
427,18-24,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,Urban,143
428,18-24,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,Rural,28
429,18-24,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,Urban,532
430,18-24,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,Rural,199
431,18-24,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,Small town,4
432,18-24,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,25
433,18-24,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,10
434,18-24,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,2
435,18-24,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,1
436,18-24,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,9
437,18-24,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,3
438,18-24,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Urban,2
439,18-24,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Rural,2
440,18-24,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Small town,1
441,18-24,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Urban,1
442,18-24,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Rural,3
443,18-24,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Small town,1
444,18-24,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,9
445,18-24,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,6
446,18-24,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,1
447,18-24,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,1
448,18-24,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,8
449,18-24,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,7
450,18-24,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,1
451,18-24,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,21
452,18-24,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,44
453,18-24,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,12
454,18-24,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,2
455,18-24,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,3
456,18-24,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,1
457,18-24,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,12
458,18-24,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,36
459,18-24,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,9
460,18-24,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,4
461,18-24,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,2
462,18-24,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,9
463,18-24,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,4
464,18-24,Secondary education,Female,Other,Pärnumaa,Pärnumaa,Urban,35
465,18-24,Secondary education,Female,Other,Pärnumaa,Pärnumaa,Rural,20
466,18-24,Secondary education,Female,Other,Pärnumaa,Pärnumaa,Small town,5
467,18-24,Higher education,Female,Other,Pärnumaa,Pärnumaa,Urban,8
468,18-24,Higher education,Female,Other,Pärnumaa,Pärnumaa,Rural,3
469,18-24,Higher education,Female,Other,Pärnumaa,Pärnumaa,Small town,1
470,18-24,Basic education,Female,Other,Pärnumaa,Pärnumaa,Urban,16
471,18-24,Basic education,Female,Other,Pärnumaa,Pärnumaa,Rural,14
472,18-24,Basic education,Female,Other,Pärnumaa,Pärnumaa,Small town,4
473,18-24,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,Rural,9
474,18-24,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,Small town,2
475,18-24,Higher education,Female,Other,Harju- ja Raplamaa,Raplamaa,Rural,1
476,18-24,Basic education,Female,Other,Harju- ja Raplamaa,Raplamaa,Rural,3
477,18-24,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,1
478,18-24,Secondary education,Female,Other,Tartu linn,Tartu linn,Urban,196
479,18-24,Secondary education,Female,Other,Tartu linn,Tartu linn,Rural,3
480,18-24,Secondary education,Female,Other,Tartu linn,Tartu linn,Small town,1
481,18-24,Higher education,Female,Other,Tartu linn,Tartu linn,Urban,24
482,18-24,Basic education,Female,Other,Tartu linn,Tartu linn,Urban,112
483,18-24,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Rural,53
484,18-24,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Small town,5
485,18-24,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Rural,3
486,18-24,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Small town,1
487,18-24,Basic education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Rural,31
488,18-24,Basic education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Small town,2
489,18-24,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,19
490,18-24,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,24
491,18-24,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,2
492,18-24,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,2
493,18-24,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,22
494,18-24,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,23
495,18-24,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Urban,2
496,18-24,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Rural,2
497,18-24,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Urban,1
498,18-24,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Rural,1
499,18-24,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Urban,2
500,18-24,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Rural,3
501,18-24,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,4
502,18-24,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,6
503,18-24,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,1
504,18-24,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,3
505,18-24,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,5
506,25-34,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,836
507,25-34,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,704
508,25-34,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,213
509,25-34,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,1300
510,25-34,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,1639
511,25-34,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,330
512,25-34,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,809
513,25-34,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,816
514,25-34,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,220
515,25-34,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,1323
516,25-34,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,736
517,25-34,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,494
518,25-34,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,1629
519,25-34,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,1247
520,25-34,Basic education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,462
521,25-34,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,774
522,25-34,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,607
