,gender,county,direction,party_preference,education,status,ethnicity,ur,age_group2,Ion_Ceban,Igor_Dodon,Maia_Sandu,Ilan_Shor?,Irina_Vlah,Dorin_Recean,Igor_Grosu,Ion_Cicu,Alexandr_Stoianoglo,Renato_Usatii,Victoria_Furtuna,trust2_Vladimir_Putin,trust2_Volodymyr_Zelensky,trust2_Ursula_von_der_Leyen,trust2_Emanuel_Macron,trust2_Donald_Trump,trust2_EU,trust2_Russia,trust2_NATO,trust2_Romania,trust2_Ukraine,trust2_USA
65,Female,Ungheni,Right direction,Undecided,Post-secondary vocational education,Better,Moldovan,Rural,30-39,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,Some confidence,Some confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I have no confidence,No answer,I have no confidence,Some confidence,No answer,Some confidence,I don't have much confidence,I don't have much confidence,I have no confidence,A lot of confidence,A lot of confidence,I don't have much confidence,I have no confidence
66,Female,Mun. Chișinău,Right direction,Undecided,Lower secondary education,Much better,Russian,Urban,60+,No answer,I have no confidence,A lot of confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,Some confidence,I don't have much confidence,A lot of confidence,Some confidence,A lot of confidence,I have no confidence,A lot of confidence,Some confidence,Some confidence,No answer
67,Male,Mun. Chișinău,Right direction,PAS (Igor Grosu),Higher education,Better,Moldovan,Urban,30-39,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,A lot of confidence,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,Some confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,A lot of confidence
68,Female,UTA Găgăuzia,No answer,PAS (Igor Grosu),Post-secondary vocational education,Better,Moldovan,Urban,30-39,Some confidence,I don't have much confidence,A lot of confidence,Some confidence,I have no confidence,A lot of confidence,No answer,No answer,A lot of confidence,Some confidence,No answer,I have no confidence,Some confidence,Some confidence,A lot of confidence,I don't have much confidence,A lot of confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,Some confidence
69,Male,Mun. Chișinău,Right direction,PAS (Igor Grosu),Higher education,About the same,Moldovan,Urban,60+,No answer,I have no confidence,A lot of confidence,I don't have much confidence,I don't have much confidence,No answer,A lot of confidence,A lot of confidence,Some confidence,No answer,No answer,I have no confidence,A lot of confidence,A lot of confidence,Some confidence,No answer,I don't have much confidence,I have no confidence,Some confidence,Some confidence,A lot of confidence,Some confidence
70,Male,Fălești,Right direction,PAS (Igor Grosu),Primary education,Worse,Moldovan,Urban,60+,I have no confidence,I have no confidence,No answer,I have no confidence,I have no confidence,I don't have much confidence,I have no confidence,No answer,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,No answer,No answer,Some confidence,Some confidence,A lot of confidence,No answer,No answer,Some confidence,I don't have much confidence,I don't have much confidence
71,Female,Mun. Chișinău,No answer,No party,Primary education,Worse,Moldovan,Urban,50-59,I don't have much confidence,I have no confidence,No answer,I have no confidence,I have no confidence,I don't have much confidence,No answer,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,No answer,No answer,I have no confidence,Some confidence,I don't have much confidence,I have no confidence,Some confidence,I have no confidence,No answer
72,Female,Mun. Chișinău,Wrong direction,Undecided,Post-secondary vocational education,Much worse,Moldovan,Urban,60+,No answer,Some confidence,I have no confidence,Some confidence,Some confidence,I don't have much confidence,I don't have much confidence,No answer,A lot of confidence,I have no confidence,I don't have much confidence,Some confidence,I have no confidence,I have no confidence,No answer,I don't have much confidence,I have no confidence,Some confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence
73,Male,Soroca,Wrong direction,Undecided,Lower secondary education,Much worse,Moldovan,Rural,50-59,I don't have much confidence,Some confidence,Some confidence,I have no confidence,No answer,Some confidence,No answer,I don't have much confidence,No answer,I don't have much confidence,No answer,Some confidence,I have no confidence,A lot of confidence,Some confidence,A lot of confidence,Some confidence,I have no confidence,Some confidence,Some confidence,A lot of confidence,Some confidence
74,Female,Hîncești,Right direction,PSDE (Tudor Ulianovschi),Lower secondary education,Worse,Moldovan,Rural,40-49,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,A lot of confidence,I don't have much confidence,A lot of confidence,Some confidence,Some confidence,I have no confidence,A lot of confidence,A lot of confidence,Some confidence,A lot of confidence
75,Male,Sîngerei,Wrong direction,Undecided,Higher education,About the same,Moldovan,Urban,40-49,I don't have much confidence,I don't have much confidence,I don't have much confidence,No answer,I have no confidence,I don't have much confidence,Some confidence,I don't have much confidence,Some confidence,Some confidence,I have no confidence,I don't have much confidence,I have no confidence,No answer,No answer,No answer,Some confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence
76,Female,Mun. Chișinău,Right direction,PAS (Igor Grosu),Higher education,About the same,Moldovan,Urban,30-39,No answer,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,A lot of confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,No answer,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,Some confidence,A lot of confidence,I have no confidence,A lot of confidence,A lot of confidence,A lot of confidence,Some confidence
77,Male,Mun. Chișinău,Right direction,PAS (Igor Grosu),Higher education,About the same,Moldovan,Urban,60+,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,No answer,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,A lot of confidence,Some confidence,A lot of confidence,I don't have much confidence,A lot of confidence,I have no confidence,I don't have much confidence,Some confidence,A lot of confidence,A lot of confidence
78,Male,Fălești,Wrong direction,PSRM (Igor Dodon),Upper secondary education,Worse,Moldovan,Urban,50-59,Some confidence,Some confidence,I have no confidence,I don't have much confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence,I have no confidence,I have no confidence,A lot of confidence,I have no confidence,No answer,I have no confidence,Some confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,I have no confidence,Some confidence
79,Male,Orhei,Wrong direction,PSRM (Igor Dodon),Secondary vocational education,Better,Moldovan,Rural,60+,I have no confidence,I have no confidence,I have no confidence,I have no confidence,No answer,I have no confidence,I don't have much confidence,I have no confidence,Some confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I have no confidence
80,Female,Ungheni,Right direction,PAS (Igor Grosu),Higher education,About the same,Moldovan,Urban,50-59,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,I have no confidence,Some confidence,A lot of confidence,Some confidence,I have no confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,Some confidence,I have no confidence,No answer,A lot of confidence,I have no confidence,I don't have much confidence,Some confidence,A lot of confidence,I don't have much confidence
81,Female,Anenii Noi,Wrong direction,PSRM (Igor Dodon),Post-secondary vocational education,Better,Moldovan,Urban,40-49,Some confidence,A lot of confidence,I have no confidence,I don't have much confidence,I have no confidence,I don't have much confidence,I have no confidence,I have no confidence,I have no confidence,I don't have much confidence,I don't have much confidence,Some confidence,Some confidence,Some confidence,Some confidence,Some confidence,A lot of confidence,I don't have much confidence,No answer,A lot of confidence,I don't have much confidence,I don't have much confidence
82,Male,Mun. Chișinău,Right direction,CUB (Igor Munteanu),Upper secondary education,Much better,Romanian,Urban,20-29,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,Some confidence,I have no confidence,Some confidence,A lot of confidence,Some confidence,I don't have much confidence,I have no confidence,A lot of confidence,I have no confidence,No answer,I have no confidence,A lot of confidence,I have no confidence,A lot of confidence,Some confidence,A lot of confidence,I don't have much confidence,A lot of confidence
